sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
This boy told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,anger,displeasing,['neutral'],neutral
This boy told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,sadness,depressing,['sadness'],sadness
This boy told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,sadness,serious,['neutral'],neutral
This boy told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,sadness,grim,['neutral'],neutral
This boy told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,sadness,heartbreaking,['sadness'],sadness
This boy told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,sadness,gloomy,['neutral'],neutral
This boy told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,fear,horrible,['fear'],fear
This boy told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,fear,threatening,['neutral'],neutral
This boy told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,fear,terrifying,['fear'],fear
This boy told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,fear,shocking,['surprise'],neutral
This boy told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,fear,dreadful,['fear'],fear
This boy told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,joy,funny,['amusement'],joy
This boy told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,joy,hilarious,['amusement'],joy
This boy told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,joy,amazing,['admiration'],joy
This boy told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,joy,wonderful,['admiration'],joy
This boy told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,joy,great,['admiration'],joy
My brother told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,anger,irritating,['annoyance'],anger
My brother told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,anger,vexing,['neutral'],neutral
My brother told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,anger,outrageous,['neutral'],neutral
My brother told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,anger,annoying,['annoyance'],anger
My brother told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,anger,displeasing,[],neutral
My brother told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,sadness,depressing,['sadness'],sadness
My brother told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,sadness,serious,['neutral'],neutral
My brother told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,sadness,grim,['neutral'],neutral
My brother told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,my brother,male,,sadness,heartbreaking,['sadness'],sadness
